# Data taken  from Mumpower et al PPNP 86 (2016),,,,,,,,,,,,,,,,,,
"# F-b, F-nc, F-m mean sensitivity factors for beta properties, neutron capture, and mass respectively",,,,,,,,,,,,,,,,,,
"# -lehw, -hehw, -cw, -nsm refer to low entropy hot wind, high entropy hot wind, cold wind, neutron star merger",,,,,,,,,,,,,,,,,,
# new (not in Mum16):,,,,,,,,,,,,,,,,,,
# -max means maximum of the four scenarios,,,,,,,,,,,,,,,,,,
# F-all-max means maximum F for all scenarios and all nuclear inputs,,,,,,,,,,,,,,,,,,
# Asterisks replaced with 0.01,,,,,,,,,,,,,,,,,,
# Dashes replaced with 0.001,,,,,,,,,,,,,,,,,,
# Z,N,A,F-b-lehw,F-b-hehw,F-b-cw,F-b-nsm,F-nc-lehw,F-nc-hehw,F-nc-cw,F-nc-nsm,F-m-lehw,F-m-hehw,F-m-cw,F-m-nsr,F-b-max,F-nc-max,F-m-max,F-all-max
70,132,202,0.01,0.01,0.16,0.03,0.01,0.01,0.34,0.02,1.78,0.01,0.01,0.09,0.16,0.34,1.78,1.78
70,134,204,0.02,0.01,0.11,0.09,0.01,0.01,0.13,0.04,1.64,0.01,0.01,0.13,0.11,0.13,1.64,1.64
70,144,214,0.001,0.001,0.001,0.65,0.001,0.001,0.001,0.13,0.01,0.01,0.01,0.01,0.65,0.13,0.01,0.65
70,146,216,0.001,0.001,0.001,1.36,0.001,0.001,0.001,0.42,0.01,0.01,0.01,0.01,1.36,0.42,0.01,1.36
70,148,218,0.001,0.001,0.001,2.11,0.001,0.001,0.001,0.41,0.01,0.01,0.01,0.01,2.11,0.41,0.01,2.11
71,115,186,0.01,0.01,0.02,0.01,0.15,0.09,0.09,0.06,0.01,0.01,0.02,0.04,0.02,0.15,0.04,0.15
71,116,187,0.01,0.01,0.02,0.01,0.12,0.05,0.18,0.06,0.03,0.06,0.07,0.08,0.02,0.18,0.08,0.18
71,117,188,0.04,0.01,0.08,0.06,0.24,0.06,0.29,0.19,0.04,0.03,0.14,0.09,0.08,0.29,0.14,0.29
71,118,189,0.03,0.01,0.05,0.04,0.26,0.03,0.33,0.24,0.11,0.39,0.39,0.39,0.05,0.33,0.39,0.39
71,119,190,0.19,0.02,0.34,0.41,0.62,0.08,0.57,0.71,0.07,0.22,0.26,0.27,0.41,0.71,0.27,0.71
71,120,191,0.07,0.01,0.17,0.18,0.47,0.04,0.67,0.65,0.15,0.48,0.28,0.27,0.18,0.67,0.48,0.67
71,121,192,0.45,0.1,0.59,0.85,1.19,0.37,1.3,1.67,0.46,0.28,0.44,0.3,0.85,1.67,0.46,1.67
71,122,193,0.32,0.05,0.27,0.39,1.88,0.26,1.85,2.21,0.5,1.79,0.67,0.79,0.39,2.21,1.79,2.21
71,123,194,2.13,0.5,1.69,1.91,4.99,1.52,4.01,3.51,0.76,1.57,0.73,0.64,2.13,4.99,1.57,4.99
71,124,195,0.76,0.29,0.79,0.56,10.71,1,6.28,5.07,6.42,9.54,0.85,0.7,0.79,10.71,9.54,10.71
71,125,196,2.69,2.05,1.79,1.08,11.72,9.66,5.49,3.06,6.69,10.51,0.9,0.67,2.69,11.72,10.51,11.72
71,126,197,5.46,21.61,2.05,0.79,0.01,0.01,1.14,0.2,4.14,3.98,0.64,0.59,21.61,1.14,4.14,21.61
71,132,203,0.01,0.01,0.03,0.04,0.01,0.01,0.16,0.07,0.1,0.01,0.02,0.18,0.04,0.16,0.18,0.18
71,134,205,0.01,0.01,0.03,0.07,0.01,0.01,0.17,0.14,0.07,0.01,0.03,0.34,0.07,0.17,0.34,0.34
71,136,207,0.03,0.01,0.03,0.08,0.01,0.01,0.27,0.22,0.21,0.01,0.03,0.48,0.08,0.27,0.48,0.48
71,138,209,0.09,0.01,0.01,0.06,0.01,0.01,0.16,0.25,0.87,0.01,0.06,0.8,0.09,0.25,0.87,0.87
71,140,211,0.11,0.01,0.01,0.06,0.01,0.01,0.08,0.2,1.13,0.01,0.05,0.6,0.11,0.2,1.13,1.13
71,142,213,0.04,0.01,0.02,0.1,0.01,0.01,0.04,0.24,0.47,0.01,0.04,0.51,0.1,0.24,0.51,0.51
71,144,215,0.01,0.01,0.58,0.14,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.58,0.26,0.01,0.58
71,146,217,0.001,0.001,0.001,0.18,0.001,0.001,0.001,0.17,0.01,0.01,0.01,0.01,0.18,0.17,0.01,0.18
71,148,219,0.001,0.001,0.001,0.49,0.001,0.001,0.001,0.25,0.01,0.01,0.01,0.01,0.49,0.25,0.01,0.49
71,150,221,0.001,0.001,0.001,0.38,0.001,0.001,0.001,0.12,0.01,0.01,0.01,0.01,0.38,0.12,0.01,0.38
72,115,187,0.01,0.01,0.01,0.01,0.12,0.05,0.09,0.05,0.01,0.01,0.03,0.07,0.01,0.12,0.07,0.12
72,116,188,0.04,0.01,0.02,0.05,0.24,0.06,0.26,0.07,0.04,0.01,0.1,0.18,0.05,0.26,0.18,0.26
72,117,189,0.02,0.01,0.03,0.02,0.23,0.04,0.23,0.14,0.05,0.02,0.16,0.26,0.03,0.23,0.26,0.26
72,118,190,0.15,0.02,0.2,0.23,0.47,0.07,0.47,0.13,0.1,0.17,0.34,0.41,0.23,0.47,0.41,0.47
72,119,191,0.05,0.01,0.11,0.11,0.5,0.07,0.62,0.86,0.15,0.1,0.31,0.35,0.11,0.86,0.35,0.86
72,120,192,0.43,0.11,0.7,0.95,1.37,0.4,1.48,0.62,0.44,0.28,0.71,0.66,0.95,1.48,0.71,1.48
72,121,193,0.35,0.08,0.49,0.62,2.29,0.41,2.27,2.45,0.81,0.19,0.71,0.7,0.62,2.45,0.81,2.45
72,122,194,2.66,0.73,2.54,2.45,6.04,1.77,4.77,1.57,1.96,5.74,1.03,0.91,2.66,6.04,5.74,6.04
72,123,195,3.12,0.98,1.59,1.44,11.97,2.9,7.04,4.1,2.45,3.55,0.77,0.73,3.12,11.97,3.55,11.97
72,124,196,6.06,4.2,3.04,1.98,13.13,9.8,6.3,1.88,8.93,13.7,0.98,0.8,6.06,13.13,13.7,13.7
72,125,197,6.31,6.31,3.06,1.47,11.84,13.87,5.52,1.84,4.85,12.08,0.46,0.53,6.31,13.87,12.08,13.87
72,126,198,2.69,17.33,0.96,0.31,0.01,0.01,0.22,0.01,4.05,5.03,0.37,0.55,17.33,0.22,5.03,17.33
72,127,199,0.01,0.01,0.02,0.01,0.05,0.52,0.02,0.01,1.46,0.04,0.05,0.11,0.02,0.52,1.46,1.46
72,148,220,0.001,0.001,0.001,1.12,0.001,0.001,0.001,0.19,0.01,0.01,0.01,0.01,1.12,0.19,0.01,1.12
72,150,222,0.001,0.001,0.001,1.74,0.001,0.001,0.001,0.24,0.01,0.01,0.01,0.01,1.74,0.24,0.01,1.74
73,116,189,0.01,0.01,0.01,0.01,0.3,0.04,0.14,0.21,0.02,0.01,0.09,0.38,0.01,0.3,0.38,0.38
73,117,190,0.04,0.01,0.04,0.07,0.53,0.06,0.16,0.35,0.04,0.01,0.12,0.41,0.07,0.53,0.41,0.53
73,118,191,0.01,0.01,0.03,0.03,0.38,0.06,0.39,0.28,0.06,0.02,0.29,0.45,0.03,0.39,0.45,0.45
73,119,192,0.15,0.04,0.15,0.28,1.12,0.24,0.37,0.87,0.1,0.01,0.1,0.21,0.28,1.12,0.21,1.12
73,120,193,0.11,0.02,0.17,0.2,1.75,0.35,1.21,1.21,0.16,0.02,0.18,0.23,0.2,1.75,0.23,1.75
73,121,194,0.7,0.2,0.66,0.64,5.27,1.42,1.9,2.4,0.19,0.05,0.16,0.37,0.7,5.27,0.37,5.27
73,122,195,0.47,0.15,0.22,0.16,8.44,2.47,4.59,2.32,0.37,0.2,0.15,0.13,0.47,8.44,0.37,8.44
73,123,196,1.57,1.24,0.83,0.46,10.17,8.96,4.12,1.98,0.9,0.55,0.31,0.26,1.57,10.17,0.9,10.17
73,124,197,0.92,1.22,0.72,0.37,6.95,7.42,3.05,0.66,0.98,5.31,0.1,0.21,1.22,7.42,5.31,7.42
73,125,198,0.59,2.04,0.18,0.07,4,16.72,1.91,0.3,0.65,3.67,0.04,0.09,2.04,16.72,3.67,16.72
73,126,199,0.16,2.18,0.05,0.01,0.02,0.01,0.16,0.02,1.75,1.01,0.08,0.14,2.18,0.16,1.75,2.18
73,134,207,0.01,0.01,0.01,0.07,0.01,0.01,0.04,0.13,0.47,0.01,0.03,0.37,0.07,0.13,0.47,0.47
73,136,209,0.01,0.02,0.01,0.11,0.01,0.01,0.05,0.2,0.39,0.01,0.03,0.33,0.11,0.2,0.39,0.39
73,138,211,0.02,0.02,0.01,0.06,0.01,0.01,0.11,0.21,0.44,0.01,0.03,0.45,0.06,0.21,0.45,0.45
73,139,212,0.01,0.01,0.01,0.04,0.01,0.01,0.08,0.12,0.27,0.01,0.03,0.49,0.04,0.12,0.49,0.49
73,140,213,0.05,0.02,0.01,0.07,0.01,0.01,0.13,0.35,0.45,0.01,0.02,0.41,0.07,0.35,0.45,0.45
73,142,215,0.06,0.01,0.02,0.13,0.01,0.01,0.11,0.34,0.67,0.01,0.05,0.91,0.13,0.34,0.91,0.91
73,143,216,0.01,0.01,0.01,0.04,0.01,0.01,0.05,0.14,0.33,0.01,0.04,0.82,0.04,0.14,0.82,0.82
73,144,217,0.05,0.01,0.02,0.24,0.01,0.01,0.06,0.33,0.01,0.01,0.01,0.01,0.24,0.33,0.01,0.33
73,146,219,0.03,0.01,0.02,0.31,0.01,0.01,0.03,0.29,0.01,0.01,0.01,0.01,0.31,0.29,0.01,0.31
73,148,221,0.01,0.01,0.27,0.64,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.64,0.18,0.01,0.64
73,152,225,0.001,0.001,0.001,9.74,0.001,0.001,0.001,0.26,0.01,0.01,0.01,0.01,9.74,0.26,0.01,9.74
73,153,226,0.001,0.001,0.001,0.01,0.001,0.001,0.001,0.28,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.28
74,150,224,0.001,0.001,0.001,1.02,0.001,0.001,0.001,0.45,0.01,0.01,0.01,0.01,1.02,0.45,0.01,1.02
74,152,226,0.001,0.001,0.001,1.39,0.001,0.001,0.001,0.53,0.01,0.01,0.01,0.01,1.39,0.53,0.01,1.39
74,154,228,0.001,0.001,0.001,0.96,0.001,0.001,0.001,0.31,0.01,0.01,0.01,0.01,0.96,0.31,0.01,0.96
74,156,230,0.001,0.001,0.001,0.65,0.001,0.001,0.001,0.17,0.01,0.01,0.01,0.01,0.65,0.17,0.01,0.65
74,158,232,0.001,0.001,0.001,0.65,0.001,0.001,0.001,0.11,0.01,0.01,0.01,0.01,0.65,0.11,0.01,0.65
75,116,191,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.1,0.001,0.001,0.001,0.001,0.01,0.21,0.001,0.21
75,117,192,0.01,0.01,0.01,0.01,0.22,0.02,0.01,0.13,0.001,0.001,0.001,0.001,0.01,0.22,0.001,0.22
75,118,193,0.01,0.01,0.01,0.01,0.4,0.04,0.02,0.15,0.001,0.001,0.001,0.001,0.01,0.4,0.001,0.4
75,119,194,0.01,0.01,0.01,0.02,1.23,0.13,0.04,0.46,0.04,0.01,0.02,0.19,0.02,1.23,0.19,1.23
75,120,195,0.01,0.01,0.01,0.02,2.13,0.44,0.17,0.37,0.01,0.01,0.01,0.05,0.02,2.13,0.05,2.13
75,121,196,0.11,0.06,0.01,0.03,1.85,0.66,0.07,0.23,0.03,0.01,0.01,0.06,0.11,1.85,0.06,1.85
75,122,197,0.02,0.03,0.01,0.01,1.83,1.46,0.19,0.11,0.03,0.02,0.01,0.02,0.03,1.83,0.03,1.83
75,123,198,0.06,0.27,0.02,0.01,1.29,3.08,0.16,0.07,0.02,0.01,0.01,0.02,0.27,3.08,0.02,3.08
75,124,199,0.01,0.03,0.01,0.01,0.26,1.41,0.06,0.01,0.06,0.01,0.01,0.04,0.03,1.41,0.06,1.41
75,125,200,0.01,0.02,0.01,0.01,0.03,0.3,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.3,0.02,0.3
75,136,211,0.01,0.01,0.02,0.08,0.01,0.01,0.04,0.15,0.15,0.01,0.02,0.3,0.08,0.15,0.3,0.3
75,138,213,0.02,0.01,0.03,0.17,0.01,0.01,0.08,0.37,0.27,0.01,0.02,0.47,0.17,0.37,0.47,0.47
75,139,214,0.01,0.01,0.01,0.07,0.02,0.01,0.05,0.12,0.16,0.01,0.02,0.49,0.07,0.12,0.49,0.49
75,140,215,0.03,0.01,0.02,0.14,0.01,0.01,0.09,0.57,0.36,0.01,0.02,0.4,0.14,0.57,0.4,0.57
75,141,216,0.01,0.01,0.01,0.1,0.01,0.01,0.07,0.24,0.17,0.01,0.02,0.45,0.1,0.24,0.45,0.45
75,142,217,0.04,0.01,0.01,0.1,0.01,0.01,0.08,0.66,0.38,0.01,0.03,0.6,0.1,0.66,0.6,0.66
75,143,218,0.01,0.01,0.01,0.08,0.01,0.01,0.05,0.24,0.12,0.01,0.02,0.54,0.08,0.24,0.54,0.54
75,144,219,0.03,0.01,0.02,0.24,0.01,0.01,0.05,0.46,0.01,0.01,0.01,0.01,0.24,0.46,0.01,0.46
75,145,220,0.01,0.01,0.01,0.05,0.01,0.01,0.03,0.18,0.01,0.01,0.01,0.01,0.05,0.18,0.01,0.18
75,146,221,0.04,0.01,0.02,0.28,0.01,0.01,0.04,0.38,0.01,0.01,0.01,0.01,0.28,0.38,0.01,0.38
75,147,222,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.16,0.01,0.01,0.01,0.01,0.05,0.16,0.01,0.16
75,148,223,0.04,0.01,0.02,0.4,0.01,0.01,0.02,0.25,0.01,0.01,0.01,0.01,0.4,0.25,0.01,0.4
75,150,225,0.02,0.01,0.01,0.51,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.51,0.2,0.01,0.51
75,152,227,0.01,0.01,0.1,0.95,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.95,0.33,0.01,0.95
75,154,229,0.001,0.001,0.001,0.35,0.001,0.001,0.001,0.32,0.01,0.01,0.01,0.01,0.35,0.32,0.01,0.35
75,156,231,0.001,0.001,0.001,0.35,0.001,0.001,0.001,0.38,0.01,0.01,0.01,0.01,0.35,0.38,0.01,0.38
75,158,233,0.001,0.001,0.001,0.27,0.001,0.001,0.001,0.22,0.01,0.01,0.01,0.01,0.27,0.22,0.01,0.27
75,160,235,0.001,0.001,0.001,0.55,0.001,0.001,0.001,0.22,0.01,0.01,0.01,0.01,0.55,0.22,0.01,0.55
76,119,195,0.01,0.01,0.01,0.01,1.32,0.14,0.02,0.34,0.001,0.001,0.001,0.001,0.01,1.32,0.001,1.32
76,120,196,0.01,0.01,0.01,0.01,0.35,0.1,0.01,0.02,0.001,0.001,0.001,0.001,0.01,0.35,0.001,0.35
76,121,197,0.01,0.01,0.01,0.01,1.07,0.5,0.02,0.07,0.1,0.01,0.02,0.27,0.01,1.07,0.27,1.07
76,122,198,0.01,0.01,0.01,0.01,0.3,0.65,0.03,0.01,0.08,0.01,0.02,0.25,0.01,0.65,0.25,0.65
76,123,199,0.01,0.01,0.01,0.01,0.2,0.67,0.02,0.01,0.07,0.01,0.02,0.2,0.01,0.67,0.2,0.67
76,138,214,0.01,0.01,0.02,0.18,0.01,0.01,0.03,0.14,0.12,0.01,0.01,0.21,0.18,0.14,0.21,0.21
76,140,216,0.01,0.01,0.05,0.38,0.01,0.01,0.03,0.2,0.15,0.01,0.01,0.29,0.38,0.2,0.29,0.38
76,142,218,0.02,0.01,0.07,0.67,0.01,0.01,0.02,0.19,0.21,0.01,0.01,0.25,0.67,0.19,0.25,0.67
76,144,220,0.02,0.01,0.06,0.9,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.9,0.1,0.01,0.9
76,148,224,0.03,0.01,0.06,1.68,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,1.68,0.1,0.01,1.68
76,156,232,0.001,0.001,0.001,0.69,0.001,0.001,0.001,0.13,0.01,0.01,0.01,0.01,0.69,0.13,0.01,0.69
76,158,234,0.001,0.001,0.001,0.59,0.001,0.001,0.001,0.24,0.01,0.01,0.01,0.01,0.59,0.24,0.01,0.59
76,160,236,0.001,0.001,0.001,1.27,0.001,0.001,0.001,0.25,0.01,0.01,0.01,0.01,1.27,0.25,0.01,1.27
77,136,213,0.01,0.01,0.01,0.06,0.01,0.01,0.03,0.18,0.08,0.01,0.01,0.15,0.06,0.18,0.15,0.18
77,138,215,0.01,0.01,0.02,0.16,0.01,0.01,0.06,0.31,0.08,0.01,0.01,0.27,0.16,0.31,0.27,0.31
77,139,216,0.01,0.01,0.01,0.07,0.01,0.01,0.04,0.14,0.18,0.01,0.02,0.48,0.07,0.14,0.48,0.48
77,140,217,0.01,0.01,0.04,0.32,0.01,0.01,0.1,0.65,0.15,0.01,0.02,0.49,0.32,0.65,0.49,0.65
77,141,218,0.01,0.01,0.01,0.11,0.01,0.01,0.08,0.25,0.26,0.01,0.02,0.47,0.11,0.25,0.47,0.47
77,142,219,0.03,0.01,0.03,0.27,0.01,0.01,0.11,0.71,0.3,0.01,0.02,0.5,0.27,0.71,0.5,0.71
77,143,220,0.01,0.01,0.01,0.12,0.01,0.01,0.07,0.29,0.21,0.01,0.02,0.49,0.12,0.29,0.49,0.49
77,144,221,0.03,0.01,0.01,0.24,0.01,0.01,0.09,0.79,0.01,0.01,0.01,0.01,0.24,0.79,0.01,0.79
77,145,222,0.01,0.01,0.01,0.07,0.01,0.01,0.04,0.19,0.01,0.01,0.01,0.01,0.07,0.19,0.01,0.19
77,146,223,0.03,0.01,0.01,0.18,0.01,0.01,0.07,0.8,0.01,0.01,0.01,0.01,0.18,0.8,0.01,0.8
77,147,224,0.01,0.01,0.01,0.15,0.01,0.01,0.06,0.5,0.01,0.01,0.01,0.01,0.15,0.5,0.01,0.5
77,148,225,0.03,0.01,0.01,0.14,0.01,0.01,0.04,0.6,0.01,0.01,0.01,0.01,0.14,0.6,0.01,0.6
77,149,226,0.01,0.01,0.01,0.11,0.01,0.01,0.03,0.35,0.01,0.01,0.01,0.01,0.11,0.35,0.01,0.35
77,150,227,0.03,0.01,0.01,0.24,0.01,0.01,0.02,0.32,0.01,0.01,0.01,0.01,0.24,0.32,0.01,0.32
77,151,228,0.01,0.01,0.01,0.11,0.01,0.01,0.02,0.21,0.01,0.01,0.01,0.01,0.11,0.21,0.01,0.21
77,152,229,0.02,0.01,0.02,0.53,0.01,0.01,0.02,0.22,0.01,0.01,0.01,0.01,0.53,0.22,0.01,0.53
77,154,231,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.26,0.21,0.01,0.26
77,156,233,0.01,0.01,0.05,0.55,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.55,0.38,0.01,0.55
77,158,235,0.001,0.001,0.001,0.14,0.001,0.001,0.001,0.27,0.01,0.01,0.01,0.01,0.14,0.27,0.01,0.27
77,160,237,0.001,0.001,0.001,0.18,0.001,0.001,0.001,0.18,0.01,0.01,0.01,0.01,0.18,0.18,0.01,0.18
77,162,239,0.001,0.001,0.001,3.11,0.001,0.001,0.001,0.24,0.01,0.01,0.01,0.01,3.11,0.24,0.01,3.11
78,138,216,0.01,0.01,0.01,0.14,0.01,0.01,0.02,0.12,0.05,0.01,0.01,0.22,0.14,0.12,0.22,0.22
78,144,222,0.01,0.01,0.03,0.51,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.51,0.15,0.01,0.51
78,146,224,0.02,0.01,0.06,0.98,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.98,0.16,0.01,0.98
78,148,226,0.02,0.01,0.06,1.33,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,1.33,0.14,0.01,1.33
78,152,230,0.02,0.01,0.04,1.15,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,1.15,0.12,0.01,1.15
78,158,236,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.89,0.39,0.01,0.89
78,160,238,0.001,0.001,0.001,0.27,0.001,0.001,0.001,0.24,0.01,0.01,0.01,0.01,0.27,0.24,0.01,0.27
78,162,240,0.001,0.001,0.001,4.68,0.001,0.001,0.001,0.31,0.01,0.01,0.01,0.01,4.68,0.31,0.01,4.68
79,136,215,0.01,0.01,0.01,0.04,0.01,0.01,0.03,0.13,0.12,0.01,0.01,0.24,0.04,0.13,0.24,0.24
79,138,217,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.16,0.24,0.01,0.01,0.37,0.05,0.16,0.37,0.37
79,140,219,0.01,0.01,0.01,0.09,0.01,0.01,0.03,0.21,0.13,0.01,0.01,0.34,0.09,0.21,0.34,0.34
79,141,220,0.01,0.01,0.01,0.05,0.01,0.01,0.03,0.15,0.1,0.01,0.01,0.38,0.05,0.15,0.38,0.38
79,142,221,0.01,0.01,0.01,0.14,0.01,0.01,0.04,0.41,0.06,0.01,0.01,0.37,0.14,0.41,0.37,0.41
79,144,223,0.02,0.01,0.01,0.11,0.01,0.01,0.05,0.53,0.01,0.01,0.01,0.01,0.11,0.53,0.01,0.53
79,145,224,0.01,0.01,0.01,0.04,0.01,0.01,0.03,0.23,0.01,0.01,0.01,0.01,0.04,0.23,0.01,0.23
79,146,225,0.02,0.01,0.01,0.15,0.01,0.01,0.05,0.73,0.01,0.01,0.01,0.01,0.15,0.73,0.01,0.73
79,147,226,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.11,0.01,0.01,0.01,0.01,0.03,0.11,0.01,0.11
79,148,227,0.03,0.01,0.01,0.17,0.01,0.01,0.04,0.53,0.01,0.01,0.01,0.01,0.17,0.53,0.01,0.53
79,149,228,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.19,0.18,0.01,0.19
79,150,229,0.02,0.01,0.08,2.29,0.01,0.01,0.02,0.3,0.01,0.01,0.01,0.01,2.29,0.3,0.01,2.29
79,152,231,0.01,0.01,0.04,1.12,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,1.12,0.12,0.01,1.12
79,156,235,0.01,0.01,0.01,0.96,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.96,0.11,0.01,0.96
79,158,237,0.01,0.01,0.01,0.74,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.74,0.15,0.01,0.74
79,160,239,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.28,0.14,0.01,0.28
79,162,241,0.001,0.001,0.001,0.46,0.001,0.001,0.001,0.17,0.01,0.01,0.01,0.01,0.46,0.17,0.01,0.46
80,142,222,0.01,0.01,0.02,0.36,0.01,0.01,0.01,0.1,0.001,0.001,0.001,0.001,0.36,0.1,0.001,0.36
80,144,224,0.01,0.01,0.03,0.71,0.01,0.01,0.01,0.15,0.001,0.001,0.001,0.001,0.71,0.15,0.001,0.71
80,146,226,0.01,0.01,0.04,0.9,0.01,0.01,0.01,0.17,0.001,0.001,0.001,0.001,0.9,0.17,0.001,0.9
80,148,228,0.01,0.01,0.1,2.74,0.01,0.01,0.02,0.43,0.001,0.001,0.001,0.001,2.74,0.43,0.001,2.74
80,150,230,0.01,0.01,0.05,1.44,0.01,0.01,0.01,0.14,0.001,0.001,0.001,0.001,1.44,0.14,0.001,1.44
80,152,232,0.01,0.01,0.02,1,0.01,0.01,0.01,0.13,0.001,0.001,0.001,0.001,1,0.13,0.001,1
80,154,234,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.17,0.001,0.001,0.001,0.001,0.89,0.17,0.001,0.89
80,160,240,0.01,0.01,0.01,1.71,0.01,0.01,0.01,1.01,0.001,0.001,0.001,0.001,1.71,1.01,0.001,1.71
80,162,242,0.01,0.01,0.01,23.81,0.01,0.01,0.01,1.98,0.001,0.001,0.001,0.001,23.81,1.98,0.001,23.81
